"Protein names","unique_genes","unique_organisms","Measure","Value"
"Endoribonuclease Dicer homolog 1 (EC 3.1.26.-) (Dicer-like protein 1) (AtDCL1) (Protein ABNORMAL SUSPENSOR 1) (Protein CARPEL FACTORY) (Protein SHORT INTEGUMENTS 1) (Protein SUSPENSOR 1)","DCL1 ASU1 CAF SIN1 SUS1 At1g01040 T25K16.4","Arabidopsis thaliana (Mouse-ear cress)","mean_mass",213574
"Endoribonuclease Dicer homolog 2 (EC 3.1.26.-) (Dicer-like protein 2) (AtDCL2)","At3g03300 T17B22.1","Arabidopsis thaliana (Mouse-ear cress)","mean_length",1388
"Endoribonuclease Dicer homolog 2 (EC 3.1.26.-) (Dicer-like protein 2) (AtDCL2)","At3g03300 T17B22.1","Arabidopsis thaliana (Mouse-ear cress)","mean_mass",156865
"Endoribonuclease Dicer homolog 3 (EC 3.1.26.-) (Dicer-like protein 3) (AtDCL3)","DCL3 At3g43920 T15B3.60","Arabidopsis thaliana (Mouse-ear cress)","mean_length",1580
"Endoribonuclease Dicer homolog 3 (EC 3.1.26.-) (Dicer-like protein 3) (AtDCL3)","DCL3 At3g43920 T15B3.60","Arabidopsis thaliana (Mouse-ear cress)","mean_mass",177425
"Endothelial differentiation-related factor 1 (EDF-1) (Multiprotein-bridging factor 1) (MBF1)","EDF1","Homo sapiens (Human)","mean_length",148
"Endothelial differentiation-related factor 1 (EDF-1) (Multiprotein-bridging factor 1) (MBF1)","EDF1","Homo sapiens (Human)","mean_mass",16369
"Enhanced ethylene response protein 5 (Nuclear mRNA export protein THP1) (AtTHP1)","EER5 ESSP1 THP1 At2g19560","Arabidopsis thaliana (Mouse-ear cress)","mean_length",413
"Enhanced ethylene response protein 5 (Nuclear mRNA export protein THP1) (AtTHP1)","EER5 ESSP1 THP1 At2g19560","Arabidopsis thaliana (Mouse-ear cress)","mean_mass",47614
"Enhancer of rudimentary homolog","ERH","Homo sapiens (Human)","mean_length",104
"Enhancer of rudimentary homolog","ERH","Homo sapiens (Human)","mean_mass",12259
"Enoyl-[acyl-carrier-protein] reductase [NADH] FabI (ENR) (EC 1.3.1.9) (NADH-dependent enoyl-ACP reductase)","fabI envM b1288 JW1281","Escherichia coli (strain K12)","mean_length",262
"Enoyl-[acyl-carrier-protein] reductase [NADH] FabI (ENR) (EC 1.3.1.9) (NADH-dependent enoyl-ACP reductase)","fabI envM b1288 JW1281","Escherichia coli (strain K12)","mean_mass",27864
"Epidermal growth factor receptor substrate 15 (Protein Eps15) (Protein AF-1p)","EPS15 AF1P","Homo sapiens (Human)","mean_length",896
"Epidermal growth factor receptor substrate 15 (Protein Eps15) (Protein AF-1p)","EPS15 AF1P","Homo sapiens (Human)","mean_mass",98656
"Ethylene receptor 1 (AtETR1) (EC 2.7.13.3) (Protein ETHYLENE RESPONSE 1) (Protein ETR1)","ETR1 At1g66340 T27F4.9","Arabidopsis thaliana (Mouse-ear cress)","mean_length",738
"Ethylene receptor 1 (AtETR1) (EC 2.7.13.3) (Protein ETHYLENE RESPONSE 1) (Protein ETR1)","ETR1 At1g66340 T27F4.9","Arabidopsis thaliana (Mouse-ear cress)","mean_mass",82566
"Ethylene receptor 1 (LeETR1) (EC 2.7.13.3)","ETR1","Solanum lycopersicum (Tomato) (Lycopersicon esculentum)","mean_length",754
"Ethylene receptor 1 (LeETR1) (EC 2.7.13.3)","ETR1","Solanum lycopersicum (Tomato) (Lycopersicon esculentum)","mean_mass",84202
"Ethylene receptor 2 (AtETR2) (EC 2.7.11.-) (Protein ETHYLENE RESPONSE 2) (Protein ETR2)","ETR2 At3g23150 K14B15.9","Arabidopsis thaliana (Mouse-ear cress)","mean_length",773
"Ethylene receptor 2 (AtETR2) (EC 2.7.11.-) (Protein ETHYLENE RESPONSE 2) (Protein ETR2)","ETR2 At3g23150 K14B15.9","Arabidopsis thaliana (Mouse-ear cress)","mean_mass",85613
"Ethylene response sensor 1 (AtERS1) (EC 2.7.11.-) (EC 2.7.13.3) (Protein ERS1)","ERS1 ERS At2g40940 T20B5.14","Arabidopsis thaliana (Mouse-ear cress)","mean_length",613
"Ethylene response sensor 1 (AtERS1) (EC 2.7.11.-) (EC 2.7.13.3) (Protein ERS1)","ERS1 ERS At2g40940 T20B5.14","Arabidopsis thaliana (Mouse-ear cress)","mean_mass",68333
"Ethylene response sensor 2 (AtERS2) (EC 2.7.11.-) (Protein ERS2)","ERS2 At1g04310 F19P19.25","Arabidopsis thaliana (Mouse-ear cress)","mean_length",645
"Ethylene response sensor 2 (AtERS2) (EC 2.7.11.-) (Protein ERS2)","ERS2 At1g04310 F19P19.25","Arabidopsis thaliana (Mouse-ear cress)","mean_mass",72192
"Ethylene-insensitive protein 2 (AtEIN2) (EIN-2) (Cytokinin-resistant protein AtCKR1) (Protein ORESARA 3) [Cleaved into: EIN2-CEND (EIN2C)]","EIN2 CKR1 ORE3 At5g03280 F12E4.10 MOK16.19","Arabidopsis thaliana (Mouse-ear cress)","mean_length",1294
"Ethylene-insensitive protein 2 (AtEIN2) (EIN-2) (Cytokinin-resistant protein AtCKR1) (Protein ORESARA 3) [Cleaved into: EIN2-CEND (EIN2C)]","EIN2 CKR1 ORE3 At5g03280 F12E4.10 MOK16.19","Arabidopsis thaliana (Mouse-ear cress)","mean_mass",140956
"Ethylene-overproduction protein 1 (Protein ETHYLENE OVERPRODUCER 1) (Protein ETO1)","ETO1 At3g51770 ATEM1.2","Arabidopsis thaliana (Mouse-ear cress)","mean_length",951
"Ethylene-overproduction protein 1 (Protein ETHYLENE OVERPRODUCER 1) (Protein ETO1)","ETO1 At3g51770 ATEM1.2","Arabidopsis thaliana (Mouse-ear cress)","mean_mass",107040
"Ethylene-responsive transcription factor 1A (AtERF1A) (Ethylene-responsive element-binding factor 1A) (EREBP-1A)","ERF1A ERF-1 ERF100 At4g17500 dl4785w FCAALL.123","Arabidopsis thaliana (Mouse-ear cress)","mean_length",268
"Ethylene-responsive transcription factor 1A (AtERF1A) (Ethylene-responsive element-binding factor 1A) (EREBP-1A)","ERF1A ERF-1 ERF100 At4g17500 dl4785w FCAALL.123","Arabidopsis thaliana (Mouse-ear cress)","mean_mass",29190
"Ethylene-responsive transcription factor 3 (AtERF3) (Ethylene-responsive element-binding factor 3) (EREBP-3)","ERF3 ERF-3 ERF082 At1g50640 F11F12.4 F17J6.16","Arabidopsis thaliana (Mouse-ear cress)","mean_length",225
"Ethylene-responsive transcription factor 3 (AtERF3) (Ethylene-responsive element-binding factor 3) (EREBP-3)","ERF3 ERF-3 ERF082 At1g50640 F11F12.4 F17J6.16","Arabidopsis thaliana (Mouse-ear cress)","mean_mass",25216
"Ethylene-responsive transcription factor 4 (AtERF4) (Ethylene-responsive element-binding factor 4) (EREBP-4) (Protein RELATED TO APETALA2 5)","ERF4 ERF-4 ERF078 RAP2-5 At3g15210 K7L4.1","Arabidopsis thaliana (Mouse-ear cress)","mean_length",222
"Ethylene-responsive transcription factor 4 (AtERF4) (Ethylene-responsive element-binding factor 4) (EREBP-4) (Protein RELATED TO APETALA2 5)","ERF4 ERF-4 ERF078 RAP2-5 At3g15210 K7L4.1","Arabidopsis thaliana (Mouse-ear cress)","mean_mass",23741
"Ethylene-responsive transcription factor 6 (AtERF6) (Ethylene-responsive element-binding factor 6) (EREBP-6)","ERF6 ERF-6 ERF103 At4g17490 dl4780c FCAALL.120","Arabidopsis thaliana (Mouse-ear cress)","mean_length",282
"Ethylene-responsive transcription factor 6 (AtERF6) (Ethylene-responsive element-binding factor 6) (EREBP-6)","ERF6 ERF-6 ERF103 At4g17490 dl4780c FCAALL.120","Arabidopsis thaliana (Mouse-ear cress)","mean_mass",32108
"Ethylene-responsive transcription factor CRF1 (Protein CYTOKININ RESPONSE FACTOR 1)","CRF1 ERF063 At4g11140 F2P3.5 T22B4.120","Arabidopsis thaliana (Mouse-ear cress)","mean_length",287
"Ethylene-responsive transcription factor CRF1 (Protein CYTOKININ RESPONSE FACTOR 1)","CRF1 ERF063 At4g11140 F2P3.5 T22B4.120","Arabidopsis thaliana (Mouse-ear cress)","mean_mass",31545
"Ethylene-responsive transcription factor CRF2 (Protein CYTOKININ RESPONSE FACTOR 2)","CRF2 ERF064 At4g23750 F9D16.220","Arabidopsis thaliana (Mouse-ear cress)","mean_length",343
"Ethylene-responsive transcription factor CRF2 (Protein CYTOKININ RESPONSE FACTOR 2)","CRF2 ERF064 At4g23750 F9D16.220","Arabidopsis thaliana (Mouse-ear cress)","mean_mass",37873
"Ethylene-responsive transcription factor CRF3 (Protein CYTOKININ RESPONSE FACTOR 3)","CRF3 ERF065 At5g53290 K19E1.9","Arabidopsis thaliana (Mouse-ear cress)","mean_length",354
"Ethylene-responsive transcription factor CRF3 (Protein CYTOKININ RESPONSE FACTOR 3)","CRF3 ERF065 At5g53290 K19E1.9","Arabidopsis thaliana (Mouse-ear cress)","mean_mass",40100
"Ethylene-responsive transcription factor CRF4 (Protein CYTOKININ RESPONSE FACTOR 4)","CRF4 ERF066 At4g27950 T13J8.60","Arabidopsis thaliana (Mouse-ear cress)","mean_length",335
"Ethylene-responsive transcription factor CRF4 (Protein CYTOKININ RESPONSE FACTOR 4)","CRF4 ERF066 At4g27950 T13J8.60","Arabidopsis thaliana (Mouse-ear cress)","mean_mass",38448
"Ethylene-responsive transcription factor CRF5 (Protein CYTOKININ RESPONSE FACTOR 5)","CRF5 ERF068 At2g46310 T3F17.4","Arabidopsis thaliana (Mouse-ear cress)","mean_length",294
"Ethylene-responsive transcription factor CRF5 (Protein CYTOKININ RESPONSE FACTOR 5)","CRF5 ERF068 At2g46310 T3F17.4","Arabidopsis thaliana (Mouse-ear cress)","mean_mass",33156
"Ethylene-responsive transcription factor CRF6 (Protein CYTOKININ RESPONSE FACTOR 6)","CRF6 ERF067 At3g61630 F15G16.20","Arabidopsis thaliana (Mouse-ear cress)","mean_length",315
"Ethylene-responsive transcription factor CRF6 (Protein CYTOKININ RESPONSE FACTOR 6)","CRF6 ERF067 At3g61630 F15G16.20","Arabidopsis thaliana (Mouse-ear cress)","mean_mass",35573
"Ethylene-responsive transcription factor ERF003","ERF003 At5g25190 F21J6.103","Arabidopsis thaliana (Mouse-ear cress)","mean_length",181
"Ethylene-responsive transcription factor ERF003","ERF003 At5g25190 F21J6.103","Arabidopsis thaliana (Mouse-ear cress)","mean_mass",20606
"Ethylene-responsive transcription factor ERF073 (AtERF73) (Protein HYPOXIA RESPONSIVE ERF 1)","ERF073 ERF73 HRE1 At1g72360 T10D10.17","Arabidopsis thaliana (Mouse-ear cress)","mean_length",262
"Ethylene-responsive transcription factor ERF073 (AtERF73) (Protein HYPOXIA RESPONSIVE ERF 1)","ERF073 ERF73 HRE1 At1g72360 T10D10.17","Arabidopsis thaliana (Mouse-ear cress)","mean_mass",29094
"Ethylene-responsive transcription factor ERF104","ERF104 At5g61600 K11J9.13","Arabidopsis thaliana (Mouse-ear cress)","mean_length",241
"Ethylene-responsive transcription factor ERF104","ERF104 At5g61600 K11J9.13","Arabidopsis thaliana (Mouse-ear cress)","mean_mass",26825
"Ethylene-responsive transcription factor ERF115","ERF115 At5g07310 T2I1.20","Arabidopsis thaliana (Mouse-ear cress)","mean_length",263
"Ethylene-responsive transcription factor ERF115","ERF115 At5g07310 T2I1.20","Arabidopsis thaliana (Mouse-ear cress)","mean_mass",29406
"Ethylene-responsive transcription factor ESR1 (Protein DORNROSCHEN) (Protein ENHANCER OF SHOOT REGENERATION 1)","ESR1 DRN ERF089 At1g12980 F3F19.1","Arabidopsis thaliana (Mouse-ear cress)","mean_length",328
"Ethylene-responsive transcription factor ESR1 (Protein DORNROSCHEN) (Protein ENHANCER OF SHOOT REGENERATION 1)","ESR1 DRN ERF089 At1g12980 F3F19.1","Arabidopsis thaliana (Mouse-ear cress)","mean_mass",36319
"Ethylene-responsive transcription factor ESR2 (Protein DORNROESCHEN-LIKE) (Protein DRN-LIKE) (Protein ENHANCER OF SHOOT REGENERATION 2) (Protein SUPPRESSOR OF PHYTOCHROMEB 2)","ESR2 DRNL ERF090 SOB2 At1g24590 F21J9.25","Arabidopsis thaliana (Mouse-ear cress)","mean_length",306
"Ethylene-responsive transcription factor ESR2 (Protein DORNROESCHEN-LIKE) (Protein DRN-LIKE) (Protein ENHANCER OF SHOOT REGENERATION 2) (Protein SUPPRESSOR OF PHYTOCHROMEB 2)","ESR2 DRNL ERF090 SOB2 At1g24590 F21J9.25","Arabidopsis thaliana (Mouse-ear cress)","mean_mass",33829
"Ethylene-responsive transcription factor RAP2-12 (Protein RELATED TO APETALA2 12)","RAP2-12 ERF074 At1g53910 T18A20.14","Arabidopsis thaliana (Mouse-ear cress)","mean_length",358
"Ethylene-responsive transcription factor RAP2-12 (Protein RELATED TO APETALA2 12)","RAP2-12 ERF074 At1g53910 T18A20.14","Arabidopsis thaliana (Mouse-ear cress)","mean_mass",39801
"Ethylene-responsive transcription factor RAP2-13 (Ethylene-responsive transcription factor ERF058) (Protein RELATED TO APETALA2 13)","RAP2-13 ERF058 At1g22190 F16L1.8","Arabidopsis thaliana (Mouse-ear cress)","mean_length",261
"Ethylene-responsive transcription factor RAP2-13 (Ethylene-responsive transcription factor ERF058) (Protein RELATED TO APETALA2 13)","RAP2-13 ERF058 At1g22190 F16L1.8","Arabidopsis thaliana (Mouse-ear cress)","mean_mass",29137
"Ethylene-responsive transcription factor RAP2-3 (Cadmium-induced protein AS30) (Ethylene response factor 72) (ERF72) (Ethylene-responsive element binding protein) (AtEBP) (Protein RELATED TO APETALA2 3) (Related to AP2 3)","RAP2-3 EBP ERF072 At3g16770 MGL6.1 MGL6.24","Arabidopsis thaliana (Mouse-ear cress)","mean_length",248
"Ethylene-responsive transcription factor RAP2-3 (Cadmium-induced protein AS30) (Ethylene response factor 72) (ERF72) (Ethylene-responsive element binding protein) (AtEBP) (Protein RELATED TO APETALA2 3) (Related to AP2 3)","RAP2-3 EBP ERF072 At3g16770 MGL6.1 MGL6.24","Arabidopsis thaliana (Mouse-ear cress)","mean_mass",27758
"Ethylene-responsive transcription factor RAP2-4 (Ethylene-responsive transcription factor ERF059) (Protein RELATED TO APETALA2 4)","RAP2-4 ERF059 At1g78080 F28K19.29 T11I11.1","Arabidopsis thaliana (Mouse-ear cress)","mean_length",334
"Ethylene-responsive transcription factor RAP2-4 (Ethylene-responsive transcription factor ERF059) (Protein RELATED TO APETALA2 4)","RAP2-4 ERF059 At1g78080 F28K19.29 T11I11.1","Arabidopsis thaliana (Mouse-ear cress)","mean_mass",36610
"Eukaryotic initiation factor 4A-1 (eIF-4A-1) (EC 3.6.4.13) (ATP-dependent RNA helicase eIF4A-1) (DEAD-box ATP-dependent RNA helicase 4) (AtRH04)","EIF4A1 RH4 TIF4A-1 At3g13920 MDC16.4","Arabidopsis thaliana (Mouse-ear cress)","mean_length",412
"Eukaryotic initiation factor 4A-1 (eIF-4A-1) (EC 3.6.4.13) (ATP-dependent RNA helicase eIF4A-1) (DEAD-box ATP-dependent RNA helicase 4) (AtRH04)","EIF4A1 RH4 TIF4A-1 At3g13920 MDC16.4","Arabidopsis thaliana (Mouse-ear cress)","mean_mass",46704
"Eukaryotic initiation factor 4A-III (eIF-4A-III) (eIF4A-III) (EC 3.6.4.13) (ATP-dependent RNA helicase DDX48) (ATP-dependent RNA helicase eIF4A-3) (DEAD box protein 48) (Eukaryotic initiation factor 4A-like NUK-34) (Eukaryotic translation initiation factor 4A isoform 3) (Nuclear matrix protein 265) (NMP 265) (hNMP 265) [Cleaved into: Eukaryotic initiation factor 4A-III, N-terminally processed]","EIF4A3 DDX48 KIAA0111","Homo sapiens (Human)","mean_length",411
"Eukaryotic initiation factor 4A-III (eIF-4A-III) (eIF4A-III) (EC 3.6.4.13) (ATP-dependent RNA helicase DDX48) (ATP-dependent RNA helicase eIF4A-3) (DEAD box protein 48) (Eukaryotic initiation factor 4A-like NUK-34) (Eukaryotic translation initiation factor 4A isoform 3) (Nuclear matrix protein 265) (NMP 265) (hNMP 265) [Cleaved into: Eukaryotic initiation factor 4A-III, N-terminally processed]","EIF4A3 DDX48 KIAA0111","Homo sapiens (Human)","mean_mass",46871
"Eukaryotic translation initiation factor 2 subunit 2 (Eukaryotic translation initiation factor 2 subunit beta) (eIF2-beta)","EIF2S2 EIF2B","Homo sapiens (Human)","mean_length",333
"Eukaryotic translation initiation factor 2 subunit 2 (Eukaryotic translation initiation factor 2 subunit beta) (eIF2-beta)","EIF2S2 EIF2B","Homo sapiens (Human)","mean_mass",38388
"Eukaryotic translation initiation factor 2 subunit beta (eIF2-beta) (Protein EMBRYO DEFECTIVE 1401)","EIF2B EMB1401 At5g20920 F22D1.90","Arabidopsis thaliana (Mouse-ear cress)","mean_length",268
"Eukaryotic translation initiation factor 2 subunit beta (eIF2-beta) (Protein EMBRYO DEFECTIVE 1401)","EIF2B EMB1401 At5g20920 F22D1.90","Arabidopsis thaliana (Mouse-ear cress)","mean_mass",30663
"Eukaryotic translation initiation factor 3 subunit A (eIF3a) (Eukaryotic translation initiation factor 3 large subunit) (Eukaryotic translation initiation factor 3 subunit 10) (eIF-3-theta) (p114)","TIF3A1 At4g11420 F25E4.40","Arabidopsis thaliana (Mouse-ear cress)","mean_length",987
"Eukaryotic translation initiation factor 3 subunit A (eIF3a) (Eukaryotic translation initiation factor 3 large subunit) (Eukaryotic translation initiation factor 3 subunit 10) (eIF-3-theta) (p114)","TIF3A1 At4g11420 F25E4.40","Arabidopsis thaliana (Mouse-ear cress)","mean_mass",114300
"Eukaryotic translation initiation factor 3 subunit B (eIF3b) (Eukaryotic translation initiation factor 3 subunit 9) (Prt1 homolog) (hPrt1) (eIF-3-eta) (eIF3 p110) (eIF3 p116)","EIF3B EIF3S9","Homo sapiens (Human)","mean_length",814
"Eukaryotic translation initiation factor 3 subunit B (eIF3b) (Eukaryotic translation initiation factor 3 subunit 9) (Prt1 homolog) (hPrt1) (eIF-3-eta) (eIF3 p110) (eIF3 p116)","EIF3B EIF3S9","Homo sapiens (Human)","mean_mass",92482
"Eukaryotic translation initiation factor 3 subunit C (eIF3c) (Eukaryotic translation initiation factor 3 subunit 8) (eIF3 p110) (p105)","TIF3C1 At3g56150 F18O21_110","Arabidopsis thaliana (Mouse-ear cress)","mean_length",900
"Eukaryotic translation initiation factor 3 subunit C (eIF3c) (Eukaryotic translation initiation factor 3 subunit 8) (eIF3 p110) (p105)","TIF3C1 At3g56150 F18O21_110","Arabidopsis thaliana (Mouse-ear cress)","mean_mass",102949
"Eukaryotic translation initiation factor 3 subunit E (AtEIF3E-1) (eIF3e) (p48) (Eukaryotic translation initiation factor 3 subunit 6) (AtINT6) (INT-6)","TIF3E1 INT6 At3g57290 F28O9.140","Arabidopsis thaliana (Mouse-ear cress)","mean_length",441
"Eukaryotic translation initiation factor 3 subunit E (AtEIF3E-1) (eIF3e) (p48) (Eukaryotic translation initiation factor 3 subunit 6) (AtINT6) (INT-6)","TIF3E1 INT6 At3g57290 F28O9.140","Arabidopsis thaliana (Mouse-ear cress)","mean_mass",51750
"Eukaryotic translation initiation factor 3 subunit E (eIF3e) (Eukaryotic translation initiation factor 3 subunit 6) (Viral integration site protein INT-6 homolog) (eIF-3 p48)","EIF3E EIF3S6 INT6","Homo sapiens (Human)","mean_length",445
"Eukaryotic translation initiation factor 3 subunit E (eIF3e) (Eukaryotic translation initiation factor 3 subunit 6) (Viral integration site protein INT-6 homolog) (eIF-3 p48)","EIF3E EIF3S6 INT6","Homo sapiens (Human)","mean_mass",52221
"Eukaryotic translation initiation factor 3 subunit H (eIF3h) (Eukaryotic translation initiation factor 3 subunit 3) (eIF-3-gamma) (eIF3 p38 subunit)","TIF3H1 At1g10840 T16B5.2","Arabidopsis thaliana (Mouse-ear cress)","mean_length",337
"Eukaryotic translation initiation factor 3 subunit H (eIF3h) (Eukaryotic translation initiation factor 3 subunit 3) (eIF-3-gamma) (eIF3 p38 subunit)","TIF3H1 At1g10840 T16B5.2","Arabidopsis thaliana (Mouse-ear cress)","mean_mass",38373
"Eukaryotic translation initiation factor 3 subunit J (eIF3j) (Eukaryotic translation initiation factor 3 subunit 1) (eIF-3-alpha) (eIF3 p35)","EIF3J EIF3S1 PRO0391","Homo sapiens (Human)","mean_length",258
"Eukaryotic translation initiation factor 3 subunit J (eIF3j) (Eukaryotic translation initiation factor 3 subunit 1) (eIF-3-alpha) (eIF3 p35)","EIF3J EIF3S1 PRO0391","Homo sapiens (Human)","mean_mass",29062
"Eukaryotic translation initiation factor 3 subunit K (eIF3k) (Eukaryotic translation initiation factor 3 subunit 12) (Muscle-specific gene M9 protein) (PLAC-24) (eIF-3 p25) (eIF-3 p28)","EIF3K EIF3S12 ARG134 HSPC029 MSTP001 PTD001","Homo sapiens (Human)","mean_length",218
"Eukaryotic translation initiation factor 3 subunit K (eIF3k) (Eukaryotic translation initiation factor 3 subunit 12) (Muscle-specific gene M9 protein) (PLAC-24) (eIF-3 p25) (eIF-3 p28)","EIF3K EIF3S12 ARG134 HSPC029 MSTP001 PTD001","Homo sapiens (Human)","mean_mass",25060
"Eukaryotic translation initiation factor 3 subunit L (eIF3l) (Eukaryotic translation initiation factor 3 subunit 6-interacting protein) (Eukaryotic translation initiation factor 3 subunit E-interacting protein)","EIF3L EIF3EIP EIF3S6IP HSPC021 HSPC025 MSTP005","Homo sapiens (Human)","mean_length",564
"Eukaryotic translation initiation factor 3 subunit L (eIF3l) (Eukaryotic translation initiation factor 3 subunit 6-interacting protein) (Eukaryotic translation initiation factor 3 subunit E-interacting protein)","EIF3L EIF3EIP EIF3S6IP HSPC021 HSPC025 MSTP005","Homo sapiens (Human)","mean_mass",66727
"Eukaryotic translation initiation factor 4 gamma 2 (eIF-4-gamma 2) (eIF-4G 2) (eIF4G 2) (Death-associated protein 5) (DAP-5) (p97)","EIF4G2 DAP5 OK/SW-cl.75","Homo sapiens (Human)","mean_length",907
"Eukaryotic translation initiation factor 4 gamma 2 (eIF-4-gamma 2) (eIF-4G 2) (eIF4G 2) (Death-associated protein 5) (DAP-5) (p97)","EIF4G2 DAP5 OK/SW-cl.75","Homo sapiens (Human)","mean_mass",102362
"Eukaryotic translation initiation factor 4E-1 (eIF-4E-1) (eIF4E-1) (Protein cucumovirus multiplication 1) (eIF-4F 25 kDa subunit) (eIF-4F p26 subunit) (mRNA cap-binding protein)","EIF4E1 CUM1 At4g18040 F15J5.10","Arabidopsis thaliana (Mouse-ear cress)","mean_length",235
"Eukaryotic translation initiation factor 4E-1 (eIF-4E-1) (eIF4E-1) (Protein cucumovirus multiplication 1) (eIF-4F 25 kDa subunit) (eIF-4F p26 subunit) (mRNA cap-binding protein)","EIF4E1 CUM1 At4g18040 F15J5.10","Arabidopsis thaliana (Mouse-ear cress)","mean_mass",26519
"Eukaryotic translation initiation factor 4H (eIF-4H) (Williams-Beuren syndrome chromosomal region 1 protein)","EIF4H KIAA0038 WBSCR1 WSCR1","Homo sapiens (Human)","mean_length",248
"Eukaryotic translation initiation factor 4H (eIF-4H) (Williams-Beuren syndrome chromosomal region 1 protein)","EIF4H KIAA0038 WBSCR1 WSCR1","Homo sapiens (Human)","mean_mass",27385
"Eukaryotic translation initiation factor NCBP (Novel cap-binding protein) (nCBP) (mRNA cap-binding protein)","NCBP At5g18110 MRG7.7","Arabidopsis thaliana (Mouse-ear cress)","mean_length",221
